part_id,source_file,true_status,is_in_tol_by_limits,feature_type,nominal,tolerance,lower_limit,upper_limit,measured,deviation,relative_error,edge_weight,text
00004336_ca48f0dc65ad438e95a10c46_step_000,file_in_tol,OUT_OF_TOLERANCE,False,plane,85.0,1.1,82.8,85.0,82.58,2.4200000000000017,2.1999980000018198,0.769,85.000/-2.20 85.000/-2.20
00004336_ca48f0dc65ad438e95a10c46_step_000,file_out_tol,IN_TOLERANCE,True,plane,85.0,1.1,82.8,85.0,85.0,0.0,0.0,0.983,85.000/-2.20 85.000/-2.20
00004336_ca48f0dc65ad438e95a10c46_step_000,file_out_tol,OUT_OF_TOLERANCE,False,plane,85.0,1.1,82.8,85.0,82.58,2.4200000000000017,2.1999980000018198,0.769,85.000/-2.20 85.000/-2.20
00007440_41c3b12e742c4d2f9961aa9b_step_005,file_in_tol,OUT_OF_TOLERANCE,False,plane,20.0,0.26,19.48,20.0,19.38,0.620000000000001,2.3846062130530306,0.772,20.000/-0.52 20.000/-0.52
00007440_41c3b12e742c4d2f9961aa9b_step_005,file_out_tol,OUT_OF_TOLERANCE,False,plane,20.0,0.26,19.48,20.0,19.38,0.620000000000001,2.3846062130530306,0.772,20.000/-0.52 20.000/-0.52
00005893_07aa4db4468e420b9c00bb5d_step_000,file_in_tol,IN_TOLERANCE,True,plane,152.4,1.975,148.45000000000002,152.4,152.19625106804605,0.20374893195395316,0.10316396394429833,0.998,152.400/-3.95 152.400/-3.95
00005893_07aa4db4468e420b9c00bb5d_step_000,file_in_tol,IN_TOLERANCE,True,plane,101.6,1.25,99.1,101.6,101.38424914445025,0.21575085554974294,0.17260054635935726,0.994,101.600/-2.50 101.600/-2.50
00005893_07aa4db4468e420b9c00bb5d_step_000,file_out_tol,IN_TOLERANCE,True,plane,152.4,1.975,148.45000000000002,152.4,152.3690896435656,0.030910356434418418,0.015650805460057194,0.998,152.400/-3.95 152.400/-3.95
00005893_07aa4db4468e420b9c00bb5d_step_000,file_out_tol,IN_TOLERANCE,True,plane,101.6,1.25,99.1,101.6,101.46203182715992,0.13796817284007545,0.1103744499725004,0.994,101.600/-2.50 101.600/-2.50
00001166_b79a070c04724f7f903b8aa9_step_000,file_in_tol,OUT_OF_TOLERANCE,False,plane,76.2,0.99,74.22,76.2,63.645984216673426,12.554015783326577,12.680811214661981,0.667,76.200/-1.98 76.200/-1.98
00001166_b79a070c04724f7f903b8aa9_step_000,file_out_tol,OUT_OF_TOLERANCE,False,plane,76.2,0.99,74.22,76.2,63.93198771883754,12.268012281162463,12.39191908004382,0.67,76.200/-1.98 76.200/-1.98
00003239_64bf0eb2d82b4b9aac59e530_step_003,file_in_tol,IN_TOLERANCE,True,plane,21.2,0.275,20.65,21.2,21.2,0.0,0.0,0.986,21.200/-0.55 21.200/-0.55
00003239_64bf0eb2d82b4b9aac59e530_step_003,file_in_tol,OUT_OF_TOLERANCE,False,plane,21.2,0.275,20.65,21.2,19.905663807715865,1.2943361922841348,4.706659947724317,0.734,21.200/-0.55 21.200/-0.55
00003239_64bf0eb2d82b4b9aac59e530_step_003,file_out_tol,IN_TOLERANCE,True,plane,21.2,0.275,20.65,21.2,21.2,0.0,0.0,0.986,21.200/-0.55 21.200/-0.55
00003239_64bf0eb2d82b4b9aac59e530_step_003,file_out_tol,OUT_OF_TOLERANCE,False,plane,21.2,0.275,20.65,21.2,20.02558432363136,1.174415676368639,4.270586930115305,0.739,21.200/-0.55 21.200/-0.55
00001124_848f8010ccfc41c2b7de6d92_step_000,file_in_tol,OUT_OF_TOLERANCE,False,plane,127.0,1.645,123.71,127.0,109.51845394792643,17.48154605207357,10.62707320668715,0.679,127.000/-3.29 127.000/-3.29
00001124_848f8010ccfc41c2b7de6d92_step_000,file_out_tol,OUT_OF_TOLERANCE,False,plane,127.0,1.645,123.71,127.0,109.5442812108566,17.455718789143404,10.611372752444165,0.68,127.000/-3.29 127.000/-3.29
00007915_6ba0bcf533fb455ca0289957_step_000,file_in_tol,OUT_OF_TOLERANCE,False,plane,60.0,0.74,58.52,60.0,55.91332535173302,4.086674648266978,5.5225258455961255,0.737,60.000/-1.48 60.000/-1.48
00007915_6ba0bcf533fb455ca0289957_step_000,file_out_tol,OUT_OF_TOLERANCE,False,plane,60.0,0.74,58.52,60.0,55.71160251620586,4.288397483794142,5.79512390360843,0.734,60.000/-1.48 60.000/-1.48
00006986_ceb6d89499b14c2d8a829e37_step_002,file_in_tol,IN_TOLERANCE,True,plane,79.8,1.035,77.73,79.8,79.8,0.0,0.0,0.996,79.800/-2.07 79.800/-2.07
00006986_ceb6d89499b14c2d8a829e37_step_002,file_in_tol,IN_TOLERANCE,True,plane,53.81,0.665,52.480000000000004,53.81,53.81,0.0,0.0,0.996,53.810/-1.33 53.810/-1.33
00006986_ceb6d89499b14c2d8a829e37_step_002,file_out_tol,IN_TOLERANCE,True,plane,79.8,1.035,77.73,79.8,79.8,0.0,0.0,0.996,79.800/-2.07 79.800/-2.07
00006986_ceb6d89499b14c2d8a829e37_step_002,file_out_tol,IN_TOLERANCE,True,plane,53.81,0.665,52.480000000000004,53.81,53.81,0.0,0.0,0.995,53.810/-1.33 53.810/-1.33
00002304_4809f34e75cd44d393946d41_step_004,file_in_tol,IN_TOLERANCE,True,plane,410.0,5.315,399.37,410.0,407.8163473871974,2.1836526128025753,0.41084707468588905,0.983,410.000/-10.63 410.000/-10.63
00002304_4809f34e75cd44d393946d41_step_004,file_out_tol,IN_TOLERANCE,True,plane,410.0,5.315,399.37,410.0,407.73433095027434,2.265669049725659,0.4262781982027207,0.983,410.000/-10.63 410.000/-10.63
00001673_de1d70dc0e3b4652b6cfce4f_step_000,file_in_tol,OUT_OF_TOLERANCE,False,plane,558.8,7.245,544.31,558.8,487.92037931192294,70.87962068807701,9.783245121439874,0.685,558.800/-14.49 558.800/-14.49
00001673_de1d70dc0e3b4652b6cfce4f_step_000,file_out_tol,OUT_OF_TOLERANCE,False,plane,558.8,7.245,544.31,558.8,488.1209795029775,70.67902049702246,9.755557038159479,0.686,558.800/-14.49 558.800/-14.49
00002439_179a8df075c94d0596b1f20d_step_008,file_in_tol,IN_TOLERANCE,True,plane,84.0,1.09,81.82,84.0,84.0,0.0,0.0,0.978,84.000/-2.18 84.000/-2.18
00002439_179a8df075c94d0596b1f20d_step_008,file_out_tol,IN_TOLERANCE,True,plane,84.0,1.09,81.82,84.0,84.0,0.0,0.0,0.978,84.000/-2.18 84.000/-2.18
00000616_c710d414bbbc4340b682c58a_step_002,file_in_tol,OUT_OF_TOLERANCE,False,plane,12.2,0.15,11.899999999999999,12.2,13.567009697389677,1.367009697389678,9.11333722701634,0.706,12.200/-0.30 12.200/-0.30
00000616_c710d414bbbc4340b682c58a_step_002,file_out_tol,OUT_OF_TOLERANCE,False,plane,12.2,0.15,11.899999999999999,12.2,13.547259705351518,1.3472597053515187,8.981671491200183,0.708,12.200/-0.30 12.200/-0.30
00001001_6962bc8aad2c4e27b046d5b4_step_003,file_in_tol,OUT_OF_TOLERANCE,False,plane,25.4,0.315,24.77,25.4,8.645566551795405,16.754433448204594,53.18850876093916,0.605,25.400/-0.63 25.400/-0.63
00001001_6962bc8aad2c4e27b046d5b4_step_003,file_out_tol,OUT_OF_TOLERANCE,False,plane,25.4,0.315,24.77,25.4,8.087005843691367,17.312994156308633,54.96171172887907,0.625,25.400/-0.63 25.400/-0.63
00001744_74905c964c8c4708bf6e2e44_step_007,file_out_tol,OUT_OF_TOLERANCE,False,plane,8.89,0.115,8.66,8.89,7.045238044660508,1.844761955339493,16.041268818005868,0.628,8.890/-0.23 8.890/-0.23
00004417_2f3c47ebc0054b4f8e0e4cf4_step_015,file_in_tol,IN_TOLERANCE,True,plane,50.8,0.625,49.55,50.8,50.578742846215896,0.2212571537841015,0.35401087963715494,0.991,50.800/-1.25 50.800/-1.25
00004417_2f3c47ebc0054b4f8e0e4cf4_step_015,file_out_tol,IN_TOLERANCE,True,plane,50.8,0.625,49.55,50.8,50.76165966945628,0.03834033054371844,0.061344430718860345,0.991,50.800/-1.25 50.800/-1.25
00002135_05091350f8cd4cdda2981cab_step_005,file_in_tol,OUT_OF_TOLERANCE,False,plane,65.8,0.81,64.17999999999999,65.8,22.759613745734793,43.0403862542652,53.13621372598947,0.609,65.800/-1.62 65.800/-1.62
00002135_05091350f8cd4cdda2981cab_step_005,file_out_tol,OUT_OF_TOLERANCE,False,plane,65.8,0.81,64.17999999999999,65.8,36.09250468149741,29.707495318502588,36.67587486744163,0.614,65.800/-1.62 65.800/-1.62
00009732_bdb26e9a610c417cbccd6c20_step_009,file_in_tol,IN_TOLERANCE,True,plane,27.0,0.35,26.3,27.0,27.0,0.0,0.0,0.998,27.000/-0.70 27.000/-0.70
00009732_bdb26e9a610c417cbccd6c20_step_009,file_out_tol,IN_TOLERANCE,True,plane,27.0,0.35,26.3,27.0,27.0,0.0,0.0,0.994,27.000/-0.70 27.000/-0.70
00000540_a592180c4e4a4e82b9f352a1_step_001,file_in_tol,IN_TOLERANCE,True,plane,4051.3,52.525,3946.25,4051.3,4013.7102225246003,37.58977747539984,0.7156549597286033,0.99,4051.300/-105.05 4051.300/-105.05
00000540_a592180c4e4a4e82b9f352a1_step_001,file_in_tol,IN_TOLERANCE,True,plane,3587.75,44.2,3499.35,3587.75,3586.152244795646,1.5977552043541436,0.03614830697298273,0.99,3587.750/-88.40 3587.750/-88.40
00000540_a592180c4e4a4e82b9f352a1_step_001,file_out_tol,IN_TOLERANCE,True,plane,4051.3,52.525,3946.25,4051.3,4013.5776967261054,37.722303273894795,0.718178059128353,0.99,4051.300/-105.05 4051.300/-105.05
00000540_a592180c4e4a4e82b9f352a1_step_001,file_out_tol,IN_TOLERANCE,True,plane,3587.75,44.2,3499.35,3587.75,3585.926602224119,1.8233977758809488,0.04125334241238928,0.99,3587.750/-88.40 3587.750/-88.40
00000426_85dc59ba26254ad5a2b3cb50_step_001,file_in_tol,OUT_OF_TOLERANCE,False,plane,30.16,0.37,29.42,30.16,12.680588867373546,17.479411132626453,47.24152403000655,0.753,30.160/-0.74 30.160/-0.74
00000426_85dc59ba26254ad5a2b3cb50_step_001,file_out_tol,OUT_OF_TOLERANCE,False,plane,30.16,0.37,29.42,30.16,12.706681548282637,17.453318451717365,47.171003461388935,0.761,30.160/-0.74 30.160/-0.74
00002650_119b06eacdb3491382dac970_step_000,file_in_tol,IN_TOLERANCE,True,plane,4.0,0.05,3.9,4.0,4.0,0.0,0.0,0.995,4.000/-0.10 4.000/-0.10
00002650_119b06eacdb3491382dac970_step_000,file_in_tol,IN_TOLERANCE,True,plane,3.0,0.035,2.93,3.0,3.0,0.0,0.0,0.995,3.000/-0.07 3.000/-0.07
00002650_119b06eacdb3491382dac970_step_000,file_out_tol,OUT_OF_TOLERANCE,False,plane,4.0,0.05,3.9,4.0,4.243594692149135,0.2435946921491352,4.871796407054562,0.743,4.000/-0.10 4.000/-0.10
00002650_119b06eacdb3491382dac970_step_000,file_out_tol,OUT_OF_TOLERANCE,False,plane,3.0,0.035,2.93,3.0,3.3011727246636084,0.30117272466360845,8.604689142127608,0.712,3.000/-0.07 3.000/-0.07
00001036_be3ed2c9696e4e6a91b34f79_step_001,file_in_tol,OUT_OF_TOLERANCE,False,plane,17.75,0.22,17.31,17.75,16.209753765066623,1.5402462349333774,7.001087426572504,0.719,17.750/-0.44 17.750/-0.44
00001036_be3ed2c9696e4e6a91b34f79_step_001,file_out_tol,OUT_OF_TOLERANCE,False,plane,17.75,0.22,17.31,17.75,16.21375491512687,1.53624508487313,6.98290046351212,0.719,17.750/-0.44 17.750/-0.44
00008025_05162de0483a482586bbeb5b_step_016,file_in_tol,IN_TOLERANCE,True,plane,110.07,1.355,107.36,110.07,110.07,0.0,0.0,0.978,110.070/-2.71 110.070/-2.71
00008025_05162de0483a482586bbeb5b_step_016,file_out_tol,IN_TOLERANCE,True,plane,110.07,1.355,107.36,110.07,110.07,0.0,0.0,0.978,110.070/-2.71 110.070/-2.71
00000232_5e5904b362dd41179fc77b86_step_000,file_in_tol,IN_TOLERANCE,True,plane,18.2,0.235,17.73,18.2,18.2,0.0,0.0,0.982,18.200/-0.47 18.200/-0.47
00000232_5e5904b362dd41179fc77b86_step_000,file_in_tol,IN_TOLERANCE,True,plane,18.0,0.22,17.56,18.0,18.0,0.0,0.0,0.986,18.000/-0.44 18.000/-0.44
00000232_5e5904b362dd41179fc77b86_step_000,file_out_tol,IN_TOLERANCE,True,plane,18.2,0.235,17.73,18.2,18.2,0.0,0.0,0.986,18.200/-0.47 18.200/-0.47
00000232_5e5904b362dd41179fc77b86_step_000,file_out_tol,IN_TOLERANCE,True,plane,18.0,0.22,17.56,18.0,18.0,0.0,0.0,0.986,18.000/-0.44 18.000/-0.44
00003018_623a6f12d0724d62a351e2a1_step_005,file_in_tol,IN_TOLERANCE,True,plane,38.1,0.495,37.11,38.1,38.1,0.0,0.0,0.999,38.100/-0.99 38.100/-0.99
00003018_623a6f12d0724d62a351e2a1_step_005,file_in_tol,OUT_OF_TOLERANCE,False,plane,32.11,0.395,31.32,32.11,11.040172502645518,21.06982749735448,53.3412003953268,0.652,32.110/-0.79 32.110/-0.79
00003018_623a6f12d0724d62a351e2a1_step_005,file_out_tol,IN_TOLERANCE,True,plane,38.1,0.495,37.11,38.1,38.1,0.0,0.0,0.999,38.100/-0.99 38.100/-0.99
00003018_623a6f12d0724d62a351e2a1_step_005,file_out_tol,OUT_OF_TOLERANCE,False,plane,32.11,0.395,31.32,32.11,11.048872080589723,21.061127919410275,53.319176203124236,0.647,32.110/-0.79 32.110/-0.79
00008313_3f7800a14dce49778c192f3a_step_000,file_in_tol,OUT_OF_TOLERANCE,False,plane,35.5,0.46,34.58,35.5,18.879278290035764,16.620721709964236,36.131925169650145,0.724,35.500/-0.92 35.500/-0.92
00008313_3f7800a14dce49778c192f3a_step_000,file_in_tol,IN_TOLERANCE,True,plane,17.0,0.21,16.58,17.0,17.0,0.0,0.0,0.998,17.000/-0.42 17.000/-0.42
00008313_3f7800a14dce49778c192f3a_step_000,file_out_tol,OUT_OF_TOLERANCE,False,plane,35.5,0.46,34.58,35.5,18.872143866997465,16.627856133002535,36.147434751234314,0.736,35.500/-0.92 35.500/-0.92
00008313_3f7800a14dce49778c192f3a_step_000,file_out_tol,IN_TOLERANCE,True,plane,17.0,0.21,16.58,17.0,17.0,0.0,0.0,0.998,17.000/-0.42 17.000/-0.42
00003667_513603b5e5fa46ab939f64e7_step_000,file_in_tol,OUT_OF_TOLERANCE,False,plane,6.0,0.08,5.84,6.0,2.773318575560746,3.226681424439254,40.33301364282014,0.646,6.000/-0.16 6.000/-0.16
00003667_513603b5e5fa46ab939f64e7_step_000,file_in_tol,OUT_OF_TOLERANCE,False,plane,6.0,0.08,5.84,6.0,2.8388484798301046,3.1611515201698954,39.513900078372714,0.646,6.000/-0.16 6.000/-0.16
00003667_513603b5e5fa46ab939f64e7_step_000,file_out_tol,OUT_OF_TOLERANCE,False,plane,6.0,0.08,5.84,6.0,2.5451173177458504,3.4548826822541496,43.1854937095055,0.715,6.000/-0.16 6.000/-0.16
00003667_513603b5e5fa46ab939f64e7_step_000,file_out_tol,OUT_OF_TOLERANCE,False,plane,6.0,0.08,5.84,6.0,2.5293217404389003,3.4706782595610997,43.38293595781427,0.715,6.000/-0.16 6.000/-0.16
00001424_a45f6c99e2154f3b94955175_step_008,file_in_tol,OUT_OF_TOLERANCE,False,plane,42.53,0.55,41.43,42.53,10.976971284223863,31.553028715776136,57.36903881224967,0.743,42.530/-1.10 42.530/-1.10
00001424_a45f6c99e2154f3b94955175_step_008,file_out_tol,OUT_OF_TOLERANCE,False,plane,42.53,0.55,41.43,42.53,7.049957757545886,35.48004224245412,64.50905042437034,0.751,42.530/-1.10 42.530/-1.10
00003438_41db336d07d34605b95e17f8_step_001,file_in_tol,IN_TOLERANCE,True,plane,200.0,2.595,194.81,200.0,200.0,0.0,0.0,0.994,200.000/-5.19 200.000/-5.19
00003438_41db336d07d34605b95e17f8_step_001,file_in_tol,IN_TOLERANCE,True,plane,80.0,0.985,78.03,80.0,80.0,0.0,0.0,0.99,80.000/-1.97 80.000/-1.97
00003438_41db336d07d34605b95e17f8_step_001,file_out_tol,IN_TOLERANCE,True,plane,200.0,2.595,194.81,200.0,200.0,0.0,0.0,0.994,200.000/-5.19 200.000/-5.19
00003438_41db336d07d34605b95e17f8_step_001,file_out_tol,IN_TOLERANCE,True,plane,80.0,0.985,78.03,80.0,80.0,0.0,0.0,0.99,80.000/-1.97 80.000/-1.97
00009103_eb2eece282204cf7bfef296f_step_006,file_in_tol,OUT_OF_TOLERANCE,False,plane,61.0,0.79,59.42,61.0,18.815746291891355,42.18425370810864,53.39772191188193,0.74,61.000/-1.58 61.000/-1.58
00009103_eb2eece282204cf7bfef296f_step_006,file_out_tol,OUT_OF_TOLERANCE,False,plane,61.0,0.79,59.42,61.0,18.706025545798518,42.29397445420148,53.53660875644648,0.744,61.000/-1.58 61.000/-1.58
00005112_a4d13a0ea546408bb7e08479_step_005,file_in_tol,IN_TOLERANCE,True,plane,30.0,0.39,29.22,30.0,30.0,0.0,0.0,0.987,30.000/-0.78 30.000/-0.78
00005112_a4d13a0ea546408bb7e08479_step_005,file_out_tol,IN_TOLERANCE,True,plane,30.0,0.39,29.22,30.0,30.0,0.0,0.0,0.987,30.000/-0.78 30.000/-0.78
00008303_50465561f57745de97c44584_step_005,file_in_tol,IN_TOLERANCE,True,plane,4889.5,63.395,4762.71,4889.5,4870.760794067853,18.739205932147343,0.29559437868211946,0.99,4889.500/-126.79 4889.500/-126.79
00008303_50465561f57745de97c44584_step_005,file_in_tol,OUT_OF_TOLERANCE,False,plane,4055.97,49.97,3956.0299999999997,4055.97,3844.3350191671925,211.6349808328073,4.235240676357146,0.74,4055.970/-99.94 4055.970/-99.94
00008303_50465561f57745de97c44584_step_005,file_out_tol,IN_TOLERANCE,True,plane,4889.5,63.395,4762.71,4889.5,4870.844903859119,18.65509614088114,0.29426762121008787,0.99,4889.500/-126.79 4889.500/-126.79
00008303_50465561f57745de97c44584_step_005,file_out_tol,OUT_OF_TOLERANCE,False,plane,4055.97,49.97,3956.0299999999997,4055.97,3844.888246963993,211.08175303600683,4.2241694779235015,0.74,4055.970/-99.94 4055.970/-99.94
00009884_086229ea796640d29acd68ff_step_019,file_in_tol,OUT_OF_TOLERANCE,False,plane,46.2,0.6,45.0,46.2,53.05697737754697,6.8569773775469685,11.428276582117311,0.675,46.200/-1.20 46.200/-1.20
00009884_086229ea796640d29acd68ff_step_019,file_in_tol,IN_TOLERANCE,True,plane,53.2,0.655,51.89,53.2,53.12321548238591,0.07678451761409377,0.11722809219236882,0.991,53.200/-1.31 53.200/-1.31
00009884_086229ea796640d29acd68ff_step_019,file_out_tol,OUT_OF_TOLERANCE,False,plane,46.2,0.6,45.0,46.2,53.16601199387205,6.966011993872044,11.610000639785675,0.673,46.200/-1.20 46.200/-1.20
00009884_086229ea796640d29acd68ff_step_019,file_out_tol,IN_TOLERANCE,True,plane,53.2,0.655,51.89,53.2,53.2,0.0,0.0,0.991,53.200/-1.31 53.200/-1.31
00005113_a4d13a0ea546408bb7e08479_step_006,file_in_tol,IN_TOLERANCE,True,plane,310.0,4.02,301.96,310.0,309.9609178401329,0.039082159867120936,0.009721927896814189,0.992,310.000/-8.04 310.000/-8.04
00005113_a4d13a0ea546408bb7e08479_step_006,file_out_tol,IN_TOLERANCE,True,plane,310.0,4.02,301.96,310.0,309.78775421298394,0.21224578701605878,0.05279744632303793,0.992,310.000/-8.04 310.000/-8.04
00001549_526400f8e5f149fcab2d949d_step_000,file_in_tol,OUT_OF_TOLERANCE,False,plane,26.24,0.34,25.56,26.24,25.459999999999997,0.7800000000000011,2.2941108996738278,0.753,26.240/-0.68 26.240/-0.68
00001549_526400f8e5f149fcab2d949d_step_000,file_out_tol,IN_TOLERANCE,True,plane,26.24,0.34,25.56,26.24,26.24,0.0,0.0,0.978,26.240/-0.68 26.240/-0.68
00007627_c77ca09a789d49d9bcaed4ee_step_006,file_in_tol,IN_TOLERANCE,True,plane,68.8,0.89,67.02,68.8,68.8,0.0,0.0,0.979,68.800/-1.78 68.800/-1.78
00007627_c77ca09a789d49d9bcaed4ee_step_006,file_in_tol,IN_TOLERANCE,True,plane,83.33,1.025,81.28,83.33,83.33,0.0,0.0,0.992,83.330/-2.05 83.330/-2.05
00007627_c77ca09a789d49d9bcaed4ee_step_006,file_out_tol,IN_TOLERANCE,True,plane,68.8,0.89,67.02,68.8,68.8,0.0,0.0,0.979,68.800/-1.78 68.800/-1.78
00007627_c77ca09a789d49d9bcaed4ee_step_006,file_out_tol,IN_TOLERANCE,True,plane,83.33,1.025,81.28,83.33,83.33,0.0,0.0,0.992,83.330/-2.05 83.330/-2.05
00002496_61afe52ce5764b8bb0531667_step_003,file_in_tol,OUT_OF_TOLERANCE,False,plane,9.5,0.115,9.27,9.5,9.17,0.33000000000000007,2.8695402648672625,0.761,9.500/-0.23 9.500/-0.23
00002496_61afe52ce5764b8bb0531667_step_003,file_out_tol,OUT_OF_TOLERANCE,False,plane,9.5,0.115,9.27,9.5,6.2273993844514814,3.2726006155485186,28.457149203472305,0.761,9.500/-0.23 9.500/-0.23
00007092_3f4bff4d91c94c8b8fa853fa_step_001,file_in_tol,OUT_OF_TOLERANCE,False,plane,23.0,0.285,22.43,23.0,23.454138502898697,0.4541385028986973,1.5934628401258149,0.77,23.000/-0.57 23.000/-0.57
00007092_3f4bff4d91c94c8b8fa853fa_step_001,file_out_tol,OUT_OF_TOLERANCE,False,plane,23.0,0.285,22.43,23.0,23.450534652190555,0.4505346521905551,1.5808177942903892,0.77,23.000/-0.57 23.000/-0.57
00003569_b1a7c5bc57e448b68bfa699c_step_000,file_in_tol,OUT_OF_TOLERANCE,False,plane,10.0,0.13,9.74,10.0,3.409233694783282,6.590766305216718,50.69781236464887,0.668,10.000/-0.26 10.000/-0.26
00003569_b1a7c5bc57e448b68bfa699c_step_000,file_out_tol,OUT_OF_TOLERANCE,False,plane,10.0,0.13,9.74,10.0,3.4152763518900167,6.584723648109984,50.651330744455684,0.707,10.000/-0.26 10.000/-0.26
